"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value"
"","","","142","Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","","","","","","","","","","","","","","","","","","3.2","4.0","5.7","6.7","8.0","9.1","10.4","13.5","16.3","19.1","22.7","25.6","28.5","31.5","35.2","38.8","42.0",2016.0,"42.0"
"TCD","18.66618401","15.36279341","148","Chad","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SOTEL.","SOTEL.","SOTEL.","SOTEL.","Office Tchadien de Régulation des Télécommunications.","Office Tchadien de Régulation des Télécommunications.","Office Tchadien de Régulation des Télécommunications.","Office Tchadien de Régulation des Télécommunications.","Office Tchadien de Régulation des Télécommunications","ITU estimate. ","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","","","","","","","","","","","","","","","","","","0.0","0.0","0.2","0.3","0.4","0.4","0.6","0.8","1.2","1.5","1.7","1.9","2.1","2.5","2.9","3.5","5.0",2016.0,"5.0"
"","","","150","Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","","","","","","","","","","","","","","","","","","15.2","19.0","26.2","32.2","36.6","40.2","43.2","48.8","52.5","55.7","61.4","63.7","68.8","71.5","73.8","75.6","77.5",2016.0,"77.5"
"CHL","-71.23029019","-35.2652885","152","Chile","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","Internet users 5+ over the total population.","Estimated based on surveys' results. Internet users 5+ over the total population.","Estimated based on surveys' results. Internet users 5+ over the total population.","Internet users 5+ over the total population.","Estimated based on surveys' results. Population age 5+.","Estimated based on surveys' results. Population age 5+.","Population age 5+.","Estimated based on surveys' results. Population age 5+.","Estimated based on surveys' results. Population age 5+.","Population age 5+.","Estimated based on surveys' results. Population age 5+.","Population age 5+.","","Population age 5+.","","NULL","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","OSILAC, ECLAC.","ITU estimate.","ITU estimate.","Ministerio de Planificación.","ITU estimate.","ITU estimate.","Ministerio de Planificación.","ITU estimate.","ITU estimate.","Ministerio de Planificación.","ITU estimate.","Ministerio Desarrollo Social","ITU  estimate.","Ministerio Desarrollo Social","ITU estimate.","ITU estimate.","ITU Estimate.","","","","","","","","","","","","","","","","","","16.6","19.1","22.1","25.5","28.2","31.2","34.5","35.9","37.3","41.6","45.0","52.2","55.1","58.0","61.1","64.3","66.0",2016.0,"66.0"
"CHN","104.1403375","32.30955217","156","China","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","Population age 6+. Online at least one hour per week.","NULL","NULL","NULL","NULL","NULL","NULL"," Permanent residents at the age of 6 or above. In the last 6 months."," Permanent residents at the age of 6 or above. In the last 6 months."," Permanent residents at the age of 6 or above. In the last 6 months.","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CNNIC.","CNNIC.","CNNIC.","CNNIC.","CNNIC.","CNNIC.","CNNIC.","CNNIC.","Ministry of Information Industry (MII).","Ministry of Industry and Information Technology","Ministry of Industry and Information Technology","Ministry of Industry and Information Technology","ITU estimate.","ITU Research based on CNNIC report.","ITU estimate.","ITU estimate.","CNNIC.","","","","","","","","","","","","","","","","","","1.8","2.6","4.6","6.2","7.3","8.5","10.5","16.0","22.6","28.9","34.3","38.3","42.3","45.8","47.9","50.3","53.2",2016.0,"53.2"
"COL","-73.07446751","3.888209046","170","Colombia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","June.","NULL","NULL","NULL","NULL","Population age 5+.","Population age 5+.","Population age 5+.","Population age 5+.","Population age 5+.","Population age 5+.","Population age 5+.","Population age 5+.","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Ministerio de Comunicaciones.","Ministry of Communications' estimate.","Ministerio de Comunicaciones.","Ministerio de Comunicaciones.","Ministerio de Comunicaciones.","Ministerio de Comunicaciones.","Ministerio de Comunicaciones.","ITU estimate.","Departamento Administrativo Nacional de Estadística-DANE.","Departamento Administrativo Nacional de Estadística-DANE.","Departamento Administrativo Nacional de Estadística-DANE.","Departamento Administrativo Nacional de Estadística - DANE","Departamento Administrativo Nacional de Estadistica (DANE)","Departamento Administrativo Nacional de Estadistica (DANE)","Departamento Administrativo Nacional de Estadistica (DANE)","Departamento Administrativo Nacional de Estadistica (DANE)","Departamento Administrativo Nacional de Estadistica (DANE).","","","","","","","","","","","","","","","","","","2.2","2.9","4.6","7.4","9.1","11.0","15.3","21.8","25.6","30.0","36.5","40.4","49.0","51.7","52.6","55.9","58.1",2016.0,"58.1"
"COM","43.34234565","-11.66121732","174","Comoros","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NULL","NULL","NULL","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate. ","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU Estimate.","","","","","","","","","","","","","","","","","","0.3","0.4","0.6","0.8","1.3","2.0","2.2","2.5","3.0","3.5","5.1","5.5","6.0","6.5","7.0","7.5","7.9",2016.0,"7.9"
"MYT","45.14015057","-12.82217691","175","Mayotte","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","","","","","","","","","","","","","","","","","NA","","","","","","","","","","","","","","","","","NULL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","","","","","","","","","","","","","","","","",2000.0,"1.2"
"COG","15.22052612","-0.840544119","178","Congo","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Estimate based on the number of fixed and mobile broadband subscriptions. ","NULL","NULL","NULL","NULL","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NULL","NULL","NULL","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","Direction Génerale de l'Administration Centrale des Postes et Télécommunications du Congo.","Direction Génerale de l'Administration Centrale des Postes et Télécommunications du Congo.","ITU estimate.","ITU estimate.","Agence de Régulation des Postes et des Communications Electroniques","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU Estimate.","","","","","","","","","","","","","","","","","","0.0","0.0","0.2","0.5","1.1","1.5","2.0","2.8","4.3","4.5","5.0","5.6","6.1","6.6","7.1","7.6","8.1",2016.0,"8.1"
"COD","23.65496507","-2.877154732","180","Democratic Republic of the Congo","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","ITU estimate. ","","","","","","","","","","Country estimate.","NULL","NULL","NULL","NULL","NULL","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NULL","ITU estimate. ","ITU estimate. ","ITU estimate. ","ITU estimate. ","ITU estimate. ","ITU estimate. ","ITU estimate. ","ITU estimate. ","ITU estimate. ","Autorité de Régulation de la Poste et des Télécommunications","ITU estimate. ","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU Estimate.","","","","","","","","","","","","","","","","","","0.0","0.0","0.1","0.1","0.2","0.2","0.3","0.4","0.4","0.6","0.7","1.2","1.7","2.2","3.0","3.8","6.2",2016.0,"6.2"
"COK","-159.7711391","-21.22696458","184","Cook Islands","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","","","NULL","this figure includes all individuals who have access to the internet at home.","NULL","NULL","NULL","NULL","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","Telecom Cook Islands Ltd.","Telecom Cook Islands Ltd.","Cook Islands Statistics Office","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU Estimate.","","","","","","","","","","","","","","","","","","15.7","18.1","20.0","22.9","24.0","26.2","25.9","25.6","25.4","30.3","35.7","39.0","42.0","45.0","48.0","51.0","54.0",2016.0,"54.0"
"CRI","-84.19712782","9.970998683","188","Costa Rica","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","Population age 5+.","Estimated based on 2005 and 2008 surveys' results. Population age 5+","Estimated based on 2005 and 2008 surveys' results. Population age 5+","Population age 5+ using Internet in the last 3 months.","Population age 5+ using Internet in the last 3 months.","Population age 5+ using Internet in the last 3 months.","Total population. In the last three months.","In the last 3 months. Population 5+.","Break in comparability. Total population. In the last three months.","NULL","Population age 5+ in the last three months.","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NULL","NULL","NULL","NULL","NULL","Instituto Nacional de Estadística y Censos","ITU estimate.","ITU estimate.","Instituto Nacional de Estadística y Censos","ICE-Telecomunicaciones","Instituto Nacional de Estadisticas y Censos (INEC)","Instituto Nacional de Estadisticas y Censos (INEC)","Instituto Nacional de Estadisticas y Censos (INEC)","Instituto Nacional de Estadisticas y Censos (INEC)","ITU estimate.","Instituto Nacional de Estadística y Censos","Instituto Nacional de Estadística y Censos.","","","","","","","","","","","","","","","","","","5.8","9.6","19.9","20.3","20.8","22.1","25.1","28.4","32.3","34.3","36.5","39.2","47.5","46.0","53.0","59.8","66.0",2016.0,"66.0"
"HRV","17.95874553","45.45172212","191","Croatia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74."," Users in the last 3 months. Age 16-74."," Users in the last 3 months.","Population age 16-74.","Population age 16-74.","Population age 16-74.","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NULL","NULL","Croatian Post and Electronic Communications Agency (HAKOM). ","NULL","NULL","NULL","NULL","Eurostat.","Croatian Post and Electronic Communications Agency (HAKOM)","Croatian Post and Electronic Communications Agency (HAKOM)","Croatian Post and Electronic Communications Agency (HAKOM)","Eurostat.","Eurostat.","Eurostat.","Eurostat","Eurostat.","Eurostat.","","","","","","","","","","","","","","","","","","6.6","11.6","17.8","22.8","30.9","33.1","38.0","41.4","44.2","50.6","56.6","57.8","61.9","66.7","68.6","69.8","72.7",2016.0,"72.7"
"CUB","-79.54460144","22.10030366","192","Cuba","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","Refers only to users with access to the international network.","Refers only to users with access to the international network.","Incl. users of the international network and also those having access only to the Cuban network.","Incl. users of the international network and also those having access only to the Cuban network.","Incl. users of the international network and also those having access only to the Cuban network.","Incl. users of the international network and also those having access only to the Cuban network.","Incl. users of the international network and also those having access only to the Cuban network.","Incl. users of the international network and also those having access only to the Cuban network.","Incl. users of the international network and also those having access only to the Cuban network.","Incl. users of the international network and also those having access only to the Cuban network. Users of international network account for 2.9%.","Incl. users of the international network and also those having access only to the Cuban network.","Population age 6+. Incl. users of the international network and also those having access only to the Cuban network.","","Population age 6+. Incl. users of the international network and also those having access only to the Cuban network.","Population age 6+.","Population age 6+.","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Ministerio de la Informática y las Comunicaciones.","Ministerio de la Informática y las Comunicaciones.","ONE.","ONE.","ONE.","ONE.","ONE.","Ministerio de la Informática y las Comunicaciones","Ministerio de la Informática y las Comunicaciones","Ministerio de la Informática y las Comunicaciones","Ministerio de la Informática y las Comunicaciones","Oficina Nacional de Estadisticas (ONE)","ITU estimate.","Oficina Nacional de Estadisticas (ONE)","Oficina Nacional de Estadisticas e Información (ONEI)","Oficina Nacional de Estadística e Información (ONEI)","ITU Estimate.","","","","","","","","","","","","","","","","","","0.5","1.1","3.8","5.2","8.4","9.7","11.2","11.7","12.9","14.3","15.9","16.0","21.2","27.9","29.1","37.3","38.8",2016.0,"38.8"
"CYP","33.22285964","35.05659437","196","Cyprus","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74."," Users in the last 3 months. Age 16-74."," Users in the last 3 months.","Population age 16-74.","Population age 16-74.","Population age 16-74.","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ESIS.","ESIS.","ESIS. ESIS. ESIS.","ITU estimate based on Eurostat.","Eurostat","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat","Eurostat.","Statistical Service of Cyprus.","","","","","","","","","","","","","","","","","","15.3","18.8","28.3","30.1","33.8","32.8","35.8","40.8","42.3","49.8","53.0","56.9","60.7","65.5","69.3","71.7","75.9",2016.0,"75.9"
"","","","199","Least Developed Countries (LDCs)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU)","","","","","","","","","","","","","","","","","","0.1","0.1","0.2","0.4","0.6","0.8","1.1","1.9","2.1","2.7","4.1","4.8","6.0","7.5","10.4","13.2","15.6",2016.0,"15.6"
